assay_description,canonical_smiles,document_journal,document_year,molecule_chembl_id,record_id,target_organism,units,value
Antileishmanial activity against Leishmania major promastigotes assessed as parasite growth inhibition incubated for 24 hrs by Alamar blue staining based assay,O=C1Nc2ccc(OC(F)(F)F)cc2/C1=N/Nc1ccnc2cc(Cl)ccc12,Eur J Med Chem,2023.0,CHEMBL5434106,3968322,Leishmania major,uM,0.668
Antileishmanial activity against Leishmania major promastigotes assessed as parasite growth inhibition incubated for 24 hrs by Alamar blue staining based assay,CN1C(=O)/C(=N\Nc2ccnc3cc(Cl)ccc23)c2ccccc21,Eur J Med Chem,2023.0,CHEMBL5418862,3968300,Leishmania major,uM,1.88
Antileishmanial activity against Leishmania major promastigotes assessed as parasite growth inhibition incubated for 24 hrs by Alamar blue staining based assay,CCN1C(=O)/C(=N\Nc2ccnc3cc(Cl)ccc23)c2ccccc21,Eur J Med Chem,2023.0,CHEMBL5401379,3968301,Leishmania major,uM,3.446
Antileishmanial activity against Leishmania major promastigotes assessed as parasite growth inhibition incubated for 24 hrs by Alamar blue staining based assay,CCCN1C(=O)/C(=N/Nc2ccnc3cc(Cl)ccc23)c2ccccc21,Eur J Med Chem,2023.0,CHEMBL5403710,3968302,Leishmania major,uM,3.158
Antileishmanial activity against Leishmania major promastigotes assessed as parasite growth inhibition incubated for 24 hrs by Alamar blue staining based assay,CC(C)CN1C(=O)/C(=N\Nc2ccnc3cc(Cl)ccc23)c2ccccc21,Eur J Med Chem,2023.0,CHEMBL5422111,3968303,Leishmania major,uM,2.674
Antileishmanial activity against Leishmania major promastigotes assessed as parasite growth inhibition incubated for 24 hrs by Alamar blue staining based assay,O=C1/C(=N/Nc2ccnc3cc(Cl)ccc23)c2ccccc2N1Cc1ccccc1,Eur J Med Chem,2023.0,CHEMBL5411214,3968304,Leishmania major,uM,3.968
Antileishmanial activity against Leishmania major promastigotes assessed as parasite growth inhibition incubated for 24 hrs by Alamar blue staining based assay,CN1C(=O)/C(=N/Nc2ccnc3cc(Cl)ccc23)c2cc(Cl)ccc21,Eur J Med Chem,2023.0,CHEMBL5421004,3968305,Leishmania major,uM,1.868
Antileishmanial activity against Leishmania major promastigotes assessed as parasite growth inhibition incubated for 24 hrs by Alamar blue staining based assay,CCN1C(=O)/C(=N/Nc2ccnc3cc(Cl)ccc23)c2cc(Cl)ccc21,Eur J Med Chem,2023.0,CHEMBL5406677,3968306,Leishmania major,uM,2.958
Antileishmanial activity against Leishmania major promastigotes assessed as parasite growth inhibition incubated for 24 hrs by Alamar blue staining based assay,CCCN1C(=O)/C(=N/Nc2ccnc3cc(Cl)ccc23)c2cc(Cl)ccc21,Eur J Med Chem,2023.0,CHEMBL5409186,3968307,Leishmania major,uM,2.988
Antileishmanial activity against Leishmania major promastigotes assessed as parasite growth inhibition incubated for 24 hrs by Alamar blue staining based assay,CC(C)CN1C(=O)/C(=N/Nc2ccnc3cc(Cl)ccc23)c2cc(Cl)ccc21,Eur J Med Chem,2023.0,CHEMBL5398806,3968308,Leishmania major,uM,3.498
Antileishmanial activity against Leishmania major promastigotes assessed as parasite growth inhibition incubated for 24 hrs by Alamar blue staining based assay,O=C1/C(=N/Nc2ccnc3cc(Cl)ccc23)c2cc(Cl)ccc2N1Cc1ccccc1,Eur J Med Chem,2023.0,CHEMBL5433725,3968309,Leishmania major,uM,3.997
Antileishmanial activity against Leishmania major promastigotes assessed as parasite growth inhibition incubated for 24 hrs by Alamar blue staining based assay,CN1C(=O)/C(=N/Nc2ccnc3cc(Cl)ccc23)c2cc(Br)ccc21,Eur J Med Chem,2023.0,CHEMBL5404370,3968310,Leishmania major,uM,1.742
Antileishmanial activity against Leishmania major promastigotes assessed as parasite growth inhibition incubated for 24 hrs by Alamar blue staining based assay,CCN1C(=O)/C(=N/Nc2ccnc3cc(Cl)ccc23)c2cc(Br)ccc21,Eur J Med Chem,2023.0,CHEMBL5416311,3968311,Leishmania major,uM,3.208
Antileishmanial activity against Leishmania major promastigotes assessed as parasite growth inhibition incubated for 24 hrs by Alamar blue staining based assay,CC(C)CN1C(=O)/C(=N/Nc2ccnc3cc(Cl)ccc23)c2cc(Br)ccc21,Eur J Med Chem,2023.0,CHEMBL5435911,3968312,Leishmania major,uM,4.106
Antileishmanial activity against Leishmania major promastigotes assessed as parasite growth inhibition incubated for 24 hrs by Alamar blue staining based assay,O=C1/C(=N/Nc2ccnc3cc(Cl)ccc23)c2cc(Br)ccc2N1Cc1ccccc1,Eur J Med Chem,2023.0,CHEMBL5397237,3968313,Leishmania major,uM,5.948
Antileishmanial activity against Leishmania major promastigotes assessed as parasite growth inhibition incubated for 24 hrs by Alamar blue staining based assay,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,Eur J Med Chem,2023.0,CHEMBL125,3968314,Leishmania major,uM,7.897
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,NNc1ccnc2cc(Cl)ccc12,Eur J Med Chem,2023.0,CHEMBL3423374,3968316,Leishmania major,uM,3.786
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,O=C1Nc2ccccc2/C1=N/Nc1ccnc2cc(Cl)ccc12,Eur J Med Chem,2023.0,CHEMBL5428203,3968317,Leishmania major,uM,2.452
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,O=C1Nc2ccc(F)cc2/C1=N/Nc1ccnc2cc(Cl)ccc12,Eur J Med Chem,2023.0,CHEMBL5419787,3968318,Leishmania major,uM,0.721
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,O=C1Nc2c(F)cccc2/C1=N/Nc1ccnc2cc(Cl)ccc12,Eur J Med Chem,2023.0,CHEMBL5402329,3968319,Leishmania major,uM,1.102
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,O=C1Nc2ccc(Cl)cc2/C1=N/Nc1ccnc2cc(Cl)ccc12,Eur J Med Chem,2023.0,CHEMBL5411668,3968320,Leishmania major,uM,1.263
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,O=C1Nc2ccc(Br)cc2/C1=N/Nc1ccnc2cc(Cl)ccc12,Eur J Med Chem,2023.0,CHEMBL5439982,3968321,Leishmania major,uM,0.604
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,O=C1Nc2ccc(OC(F)(F)F)cc2/C1=N/Nc1ccnc2cc(Cl)ccc12,Eur J Med Chem,2023.0,CHEMBL5434106,3968322,Leishmania major,uM,0.944
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,CN1C(=O)/C(=N\Nc2ccnc3cc(Cl)ccc23)c2ccccc21,Eur J Med Chem,2023.0,CHEMBL5418862,3968300,Leishmania major,uM,3.486
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,CCN1C(=O)/C(=N\Nc2ccnc3cc(Cl)ccc23)c2ccccc21,Eur J Med Chem,2023.0,CHEMBL5401379,3968301,Leishmania major,uM,5.846
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,CCCN1C(=O)/C(=N/Nc2ccnc3cc(Cl)ccc23)c2ccccc21,Eur J Med Chem,2023.0,CHEMBL5403710,3968302,Leishmania major,uM,5.486
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,CC(C)CN1C(=O)/C(=N\Nc2ccnc3cc(Cl)ccc23)c2ccccc21,Eur J Med Chem,2023.0,CHEMBL5422111,3968303,Leishmania major,uM,3.988
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,O=C1/C(=N/Nc2ccnc3cc(Cl)ccc23)c2ccccc2N1Cc1ccccc1,Eur J Med Chem,2023.0,CHEMBL5411214,3968304,Leishmania major,uM,6.884
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,CN1C(=O)/C(=N/Nc2ccnc3cc(Cl)ccc23)c2cc(Cl)ccc21,Eur J Med Chem,2023.0,CHEMBL5421004,3968305,Leishmania major,uM,3.247
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,CCN1C(=O)/C(=N/Nc2ccnc3cc(Cl)ccc23)c2cc(Cl)ccc21,Eur J Med Chem,2023.0,CHEMBL5406677,3968306,Leishmania major,uM,4.345
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,CCCN1C(=O)/C(=N/Nc2ccnc3cc(Cl)ccc23)c2cc(Cl)ccc21,Eur J Med Chem,2023.0,CHEMBL5409186,3968307,Leishmania major,uM,4.994
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,CC(C)CN1C(=O)/C(=N/Nc2ccnc3cc(Cl)ccc23)c2cc(Cl)ccc21,Eur J Med Chem,2023.0,CHEMBL5398806,3968308,Leishmania major,uM,6.028
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,O=C1/C(=N/Nc2ccnc3cc(Cl)ccc23)c2cc(Cl)ccc2N1Cc1ccccc1,Eur J Med Chem,2023.0,CHEMBL5433725,3968309,Leishmania major,uM,5.298
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,CN1C(=O)/C(=N/Nc2ccnc3cc(Cl)ccc23)c2cc(Br)ccc21,Eur J Med Chem,2023.0,CHEMBL5404370,3968310,Leishmania major,uM,3.463
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,CCN1C(=O)/C(=N/Nc2ccnc3cc(Cl)ccc23)c2cc(Br)ccc21,Eur J Med Chem,2023.0,CHEMBL5416311,3968311,Leishmania major,uM,5.116
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,CC(C)CN1C(=O)/C(=N/Nc2ccnc3cc(Cl)ccc23)c2cc(Br)ccc21,Eur J Med Chem,2023.0,CHEMBL5435911,3968312,Leishmania major,uM,6.862
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,O=C1/C(=N/Nc2ccnc3cc(Cl)ccc23)c2cc(Br)ccc2N1Cc1ccccc1,Eur J Med Chem,2023.0,CHEMBL5397237,3968313,Leishmania major,uM,8.294
Antileishmanial activity against Leishmania major amastigotes assessed as parasite growth inhibition incubated for 72 hrs by resazurin dye based assay,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,Eur J Med Chem,2023.0,CHEMBL125,3968314,Leishmania major,uM,8.08
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1ccccc1F)c1cc(Cl)ccc1O,Eur J Med Chem,2023.0,CHEMBL5427382,3968577,Leishmania donovani,uM,3.95
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1ccc(F)c(F)c1)c1ccccc1O,Eur J Med Chem,2023.0,CHEMBL5422300,3968578,Leishmania donovani,uM,7.36
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1ccc(F)c(F)c1)c1cc(Cl)ccc1O,Eur J Med Chem,2023.0,CHEMBL2313092,3968579,Leishmania donovani,uM,3.54
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1ccc(F)c(Cl)c1)c1cc(Cl)ccc1O,Eur J Med Chem,2023.0,CHEMBL2313091,3968581,Leishmania donovani,uM,2.89
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1ccc(F)cc1[N+](=O)[O-])c1ccccc1O,Eur J Med Chem,2023.0,CHEMBL480300,3968582,Leishmania donovani,uM,7.47
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1ccc(F)cc1[N+](=O)[O-])c1cc(Cl)ccc1O,Eur J Med Chem,2023.0,CHEMBL5421676,3968583,Leishmania donovani,uM,3.88
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1ccc([N+](=O)[O-])cc1F)c1ccccc1O,Eur J Med Chem,2023.0,CHEMBL5410455,3968584,Leishmania donovani,uM,4.06
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1ccc([N+](=O)[O-])cc1F)c1cc(Cl)ccc1O,Eur J Med Chem,2023.0,CHEMBL4553793,3968585,Leishmania donovani,uM,3.98
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1cc(Cl)ccc1O,Eur J Med Chem,2023.0,CHEMBL2313088,3968587,Leishmania donovani,uM,4.0
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1ccc(Br)c(C(F)(F)F)c1)c1ccccc1O,Eur J Med Chem,2023.0,CHEMBL5438391,3968588,Leishmania donovani,uM,3.82
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1ccc(Br)c(C(F)(F)F)c1)c1cc(Cl)ccc1O,Eur J Med Chem,2023.0,CHEMBL2313089,3968589,Leishmania donovani,uM,3.5
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Cl)ccc1O,Eur J Med Chem,2023.0,CHEMBL589733,3968590,Leishmania donovani,uM,3.47
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1ccc(Cl)cc1)c1cc(Cl)ccc1O,Eur J Med Chem,2023.0,CHEMBL2088012,3968591,Leishmania donovani,uM,2.09
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1ccc(Br)cc1)c1cc(Cl)ccc1O,Eur J Med Chem,2023.0,CHEMBL2088013,3968592,Leishmania donovani,uM,3.83
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1cc(Cl)cc(Cl)c1)c1ccccc1O,Eur J Med Chem,2023.0,CHEMBL459303,3968593,Leishmania donovani,uM,7.97
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1cc(Cl)cc(Cl)c1)c1cc(Cl)ccc1O,Eur J Med Chem,2023.0,CHEMBL2179173,3968594,Leishmania donovani,uM,3.83
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1ccccc1O,Eur J Med Chem,2023.0,CHEMBL1491305,3968597,Leishmania donovani,uM,3.27
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1ccccc1Cl)c1cc(Cl)ccc1O,Eur J Med Chem,2023.0,CHEMBL3604894,3968598,Leishmania donovani,uM,2.62
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1cccc(Cl)c1)c1cc(Cl)ccc1O,Eur J Med Chem,2023.0,CHEMBL2088011,3968599,Leishmania donovani,uM,4.62
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,Eur J Med Chem,2023.0,CHEMBL1448,3968600,Leishmania donovani,uM,3.68
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,O=C(Nc1cc(Cl)cc(Cl)c1O)c1c(O)c(Cl)cc(Cl)c1Cl,Eur J Med Chem,2023.0,CHEMBL2105450,3968601,Leishmania donovani,uM,7.71
Antileishmanial activity against Leishmania donovani amastigotes infected in J774.A1 macrophage assessed as inhibition of parasite growth by luciferase assay,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,Eur J Med Chem,2023.0,CHEMBL125,3968602,Leishmania donovani,uM,9.25
"Antileishmanial activity against promastigote form of Leishmania infantum infected in BALB/c mouse assessed as reduction in parasite growth at 2.5 mg/kg, po administered once for every two days for 10 days",CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,Eur J Med Chem,2023.0,CHEMBL1200633,3970797,Leishmania infantum,uM,3.64
"Antileishmanial activity against promastigote form of Leishmania infantum infected in BALB/c mouse assessed as reduction in parasite growth at 2.5 mg/kg, po administered once for every two days for 10 days",C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,Eur J Med Chem,2023.0,CHEMBL267345,3970798,Leishmania infantum,uM,0.12
Inhibition of Leishmania infantum Trypanothione reductase expressed in Escherichia coli BL21 (DE3) using trypanothione as substrate preincubated for 3 mins followed NADPH addition by spectrophotometric analysis,O=C(NCCc1ccc(F)cc1)c1ccc(CN(C(=O)N2CC[N+](CCCc3ccccc3)(Cc3ccc(Cl)c(Cl)c3)CC2)c2ccc(F)cc2)o1.[I-],J Med Chem,2024.0,CHEMBL5402846,3977203,Leishmania infantum,uM,1.31
Inhibition of Leishmania infantum Trypanothione reductase expressed in Escherichia coli BL21 (DE3) using trypanothione as substrate preincubated for 3 mins followed NADPH addition by spectrophotometric analysis,O=C(NCCc1ccc(F)cc1)c1ccc(CNC(=O)N2CC[N+](CCCc3ccccc3)(Cc3ccc(Cl)c(Cl)c3)CC2)o1.[I-],J Med Chem,2024.0,CHEMBL5401123,3977207,Leishmania infantum,uM,2.35
Antileishmanial activity against Leishmania donovani promastigotes assessed as parasitic growth inhibition incubated for 3 days by resazurin dye based assay,CCN(CC)CCOc1ccc2c(c1)O/C(=C\c1ccccc1OC)C2=O.Cl,Eur J Med Chem,2023.0,CHEMBL5425245,3979922,Leishmania donovani,uM,5.3
Antileishmanial activity against Leishmania donovani promastigotes assessed as parasitic growth inhibition incubated for 3 days by resazurin dye based assay,COc1ccccc1/C=C1\Oc2cc(OCCCN3CCCC3)ccc2C1=O.Cl,Eur J Med Chem,2023.0,CHEMBL3359486,3979924,Leishmania donovani,uM,4.1
Antileishmanial activity against Leishmania donovani promastigotes assessed as parasitic growth inhibition incubated for 3 days by resazurin dye based assay,CCN(CC)CCOc1ccc2c(c1)O/C(=C\c1cccc(OC)c1)C2=O.Cl,Eur J Med Chem,2023.0,CHEMBL5422382,3979925,Leishmania donovani,uM,8.6
Antileishmanial activity against Leishmania donovani promastigotes assessed as parasitic growth inhibition incubated for 3 days by resazurin dye based assay,CCN(CC)CCCOc1ccc2c(c1)O/C(=C\c1cccc(OC)c1)C2=O.Cl,Eur J Med Chem,2023.0,CHEMBL5406282,3979926,Leishmania donovani,uM,4.6
Antileishmanial activity against Leishmania donovani promastigotes assessed as parasitic growth inhibition incubated for 3 days by resazurin dye based assay,COc1cccc(/C=C2\Oc3cc(OCCN4CCCC4)ccc3C2=O)c1.Cl,Eur J Med Chem,2023.0,CHEMBL3359476,3979927,Leishmania donovani,uM,4.8
Antileishmanial activity against Leishmania donovani promastigotes assessed as parasitic growth inhibition incubated for 3 days by resazurin dye based assay,COc1ccc(/C=C2\Oc3cc(OCCN4CCCC4)ccc3C2=O)cc1.Cl,Eur J Med Chem,2023.0,CHEMBL3359477,3979929,Leishmania donovani,uM,4.8
Antileishmanial activity against Leishmania donovani promastigotes assessed as parasitic growth inhibition incubated for 3 days by resazurin dye based assay,COc1ccc(/C=C2\Oc3cc(OCCN4CCCCC4)ccc3C2=O)cc1.Cl,Eur J Med Chem,2023.0,CHEMBL3359472,3979930,Leishmania donovani,uM,4.3
Antileishmanial activity against Leishmania donovani promastigotes assessed as parasitic growth inhibition incubated for 3 days by resazurin dye based assay,COc1ccc(/C=C2\Oc3cc(OCCCN4CCCC4)ccc3C2=O)cc1OC.Cl,Eur J Med Chem,2023.0,CHEMBL3359492,3979931,Leishmania donovani,uM,3.1
Antileishmanial activity against Leishmania donovani promastigotes assessed as parasitic growth inhibition incubated for 3 days by resazurin dye based assay,COc1ccc(/C=C2\Oc3cc(OCCN4CCCCC4)ccc3C2=O)cc1OC.Cl,Eur J Med Chem,2023.0,CHEMBL3359473,3979932,Leishmania donovani,uM,2.5
Antileishmanial activity against Leishmania donovani promastigotes assessed as parasitic growth inhibition incubated for 3 days by resazurin dye based assay,COc1ccc(/C=C2\Oc3cc(OCCCN4CCCCC4)ccc3C2=O)cc1OC.Cl,Eur J Med Chem,2023.0,CHEMBL3359496,3979933,Leishmania donovani,uM,2.6
Antileishmanial activity against Leishmania donovani promastigotes assessed as parasitic growth inhibition incubated for 3 days by resazurin dye based assay,COc1ccc(/C=C2\Oc3cc(OCCCCCN4CCCCC4)ccc3C2=O)cc1OC.Cl,Eur J Med Chem,2023.0,CHEMBL3359495,3979934,Leishmania donovani,uM,2.9
Antileishmanial activity against Leishmania donovani promastigotes assessed as parasitic growth inhibition incubated for 3 days by resazurin dye based assay,COc1cccc(/C=C2\Oc3cc(OCCCN4CCCC4)ccc3C2=O)c1OC.Cl,Eur J Med Chem,2023.0,CHEMBL3359489,3979935,Leishmania donovani,uM,5.4
Antileishmanial activity against Leishmania donovani promastigotes assessed as parasitic growth inhibition incubated for 3 days by resazurin dye based assay,COc1ccc(OC)c(/C=C2\Oc3cc(OCCN4CCCC4)ccc3C2=O)c1.Cl,Eur J Med Chem,2023.0,CHEMBL3359480,3979936,Leishmania donovani,uM,4.1
Antileishmanial activity against Leishmania donovani promastigotes assessed as parasitic growth inhibition incubated for 3 days by resazurin dye based assay,COc1ccc(OC)c(/C=C2\Oc3cc(OCCCN4CCCC4)ccc3C2=O)c1.Cl,Eur J Med Chem,2023.0,CHEMBL3359491,3979937,Leishmania donovani,uM,3.7
Antileishmanial activity against Leishmania donovani promastigotes assessed as parasitic growth inhibition incubated for 3 days by resazurin dye based assay,COc1cc(/C=C2\Oc3cc(OCCCN4CCCC4)ccc3C2=O)cc(OC)c1.Cl,Eur J Med Chem,2023.0,CHEMBL3359493,3979938,Leishmania donovani,uM,2.8
Antileishmanial activity against Leishmania donovani promastigotes assessed as parasitic growth inhibition incubated for 3 days by resazurin dye based assay,COc1cc(/C=C2\Oc3cc(OCCN4CCCC4)ccc3C2=O)cc(OC)c1OC.Cl,Eur J Med Chem,2023.0,CHEMBL3359484,3979939,Leishmania donovani,uM,3.1
Antileishmanial activity against Leishmania donovani promastigotes assessed as parasitic growth inhibition incubated for 3 days by resazurin dye based assay,CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,Eur J Med Chem,2023.0,CHEMBL28509,3979941,Leishmania donovani,uM,3.9
Antileishmanial activity against Leishmania donovani amastigotes infected in human THP-1 cells assessed as inhibition of intracellular parasite number incubated for 72 hrs by DAPI staining based assay,CCN(CC)CCOc1ccc2c(c1)O/C(=C\c1ccccc1OC)C2=O.Cl,Eur J Med Chem,2023.0,CHEMBL5425245,3979922,Leishmania donovani,uM,9.9
Antileishmanial activity against Leishmania donovani amastigotes infected in human THP-1 cells assessed as inhibition of intracellular parasite number incubated for 72 hrs by DAPI staining based assay,COc1ccccc1/C=C1\Oc2cc(OCCCN3CCCC3)ccc2C1=O.Cl,Eur J Med Chem,2023.0,CHEMBL3359486,3979924,Leishmania donovani,uM,8.2
Antileishmanial activity against Leishmania donovani amastigotes infected in human THP-1 cells assessed as inhibition of intracellular parasite number incubated for 72 hrs by DAPI staining based assay,COc1ccc(OC)c(/C=C2\Oc3cc(OCCN4CCCC4)ccc3C2=O)c1.Cl,Eur J Med Chem,2023.0,CHEMBL3359480,3979936,Leishmania donovani,uM,4.6
Antileishmanial activity against Leishmania donovani amastigotes infected in human THP-1 cells assessed as inhibition of intracellular parasite number incubated for 72 hrs by DAPI staining based assay,COc1ccc(OC)c(/C=C2\Oc3cc(OCCCN4CCCC4)ccc3C2=O)c1.Cl,Eur J Med Chem,2023.0,CHEMBL3359491,3979937,Leishmania donovani,uM,4.4
Antileishmanial activity against Leishmania donovani amastigotes infected in human THP-1 cells assessed as inhibition of intracellular parasite number incubated for 72 hrs by DAPI staining based assay,CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,Eur J Med Chem,2023.0,CHEMBL28509,3979941,Leishmania donovani,uM,2.0
Antileishmanial activity against Leishmania donovani amastigotes infected in human THP-1 cells assessed as inhibition of parasite infection incubated for 72 hrs by DAPI staining based assay,COc1ccc(OC)c(/C=C2\Oc3cc(OCCCN4CCCC4)ccc3C2=O)c1.Cl,Eur J Med Chem,2023.0,CHEMBL3359491,3979937,Leishmania donovani,uM,6.3
Antileishmanial activity against Leishmania donovani amastigotes infected in human THP-1 cells assessed as inhibition of parasite infection incubated for 72 hrs by DAPI staining based assay,CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,Eur J Med Chem,2023.0,CHEMBL28509,3979941,Leishmania donovani,uM,7.7
Antileishmanial activity against Leishmania major promastigote assessed as inhibition of parasite growth,Oc1cccc(-c2nnc(-c3ccc4ncccc4c3)s2)c1O,Eur J Med Chem,2023.0,CHEMBL5417123,3984267,Leishmania major,uM,0.04
Antileishmanial activity against Leishmania major promastigote assessed as inhibition of parasite growth,Oc1ccc(-c2nnc(-c3ccc4ncccc4c3)s2)c(O)c1,Eur J Med Chem,2023.0,CHEMBL5399048,3984268,Leishmania major,uM,0.7
